id_candidato,nombre_candidato,sexo,region,circunscripcion,pacto,subpacto,sigla_partido,partido,gasto_total_declarado,num_transacciones_gasto,estado_cuenta_auditoria,declara_gasto,outlier_gasto_iqr
LUCIA_MUNOZ_SANDOVAL__CACHAPOAL_II,LUCIA MUÑOZ SANDOVAL,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,19403971,55,Aprueba con Observaciones,Sí,Sí
CARLOS_CAMILLA_FERNANDEZ__CACHAPOAL_II,CARLOS CAMILLA FERNANDEZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,10548485,6,Aprueba con Observaciones,Sí,No
SEBASTIAN_MATURANA_SILVA__CACHAPOAL_II,SEBASTIAN MATURANA SILVA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,8478423,16,Aprueba con Observaciones,Sí,No
JULIO_GUTIERREZ_SEPULVEDA__CACHAPOAL_II,JULIO GUTIERREZ SEPULVEDA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,7334200,11,Aprueba con Observaciones,Sí,No
ROBERTO_VARGAS_PINO__CACHAPOAL_II,ROBERTO VARGAS PINO,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,2828114,10,Aprueba con Observaciones,Sí,No
FRANCISCO_DUBOY_PAMPARANA__CACHAPOAL_II,FRANCISCO DUBOY PAMPARANA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,12014428,14,Aprueba con Observaciones,Sí,No
JULIO_CESAR_PENA_MUNOZ__CACHAPOAL_II,JULIO CESAR PEÑA MUÑOZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,TU REGION RADICAL,No aplica,PR,PARTIDO RADICAL DE CHILE,3012819,8,Rechaza,Sí,No
DANIEL_ANTONIO_MORELLI_PASTENE__CACHAPOAL_II,DANIEL ANTONIO MORELLI PASTENE,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,8104998,42,Aprueba con Observaciones,Sí,No
FRANCISCO_GUILLERMO_VALENZUELA_AVILA__CACHAPOAL_II,FRANCISCO GUILLERMO VALENZUELA AVILA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,3141055,11,Rechaza,Sí,No
LEANDRO_ANDRES_SANCHEZ_PINO__CACHAPOAL_II,LEANDRO ANDRES SANCHEZ PINO,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,1594840,5,Rechaza,Sí,No
NELSON_RODRIGO_OSORIO_CARVAJAL__CACHAPOAL_II,NELSON RODRIGO OSORIO CARVAJAL,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,3010083,24,Aprueba con Observaciones,Sí,No
JOSE_ALEJANDRO_MARTINEZ_PARDO__CACHAPOAL_II,JOSE ALEJANDRO MARTINEZ PARDO,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,4110000,34,Aprueba,Sí,No
PAOLA_ALEJANDRA_REY_AHUMADA__CACHAPOAL_II,PAOLA ALEJANDRA REY AHUMADA,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,REGIONES VERDES LIBERALES,No aplica,FREVS,FEDERACION REGIONALISTA VERDE SOCIAL,4750000,50,Aprueba,Sí,No
ERICK_MAURICIO_ARRIAGADA_MEDINA__CACHAPOAL_II,ERICK MAURICIO ARRIAGADA MEDINA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,REGIONES VERDES LIBERALES,No aplica,FREVS,FEDERACION REGIONALISTA VERDE SOCIAL,500000,1,Aprueba,Sí,No
ELIOTT_ROBINSON_JEOVANNI_GARCIA_ZUNIGA__CACHAPOAL_II,ELIOTT ROBINSON JEOVANNI GARCIA ZUÑIGA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,REGIONES VERDES LIBERALES,No aplica,IND,INDEPENDIENTES,2589457,12,Aprueba con Observaciones,Sí,No
FLORENIA_CARVAJAL_CID__CACHAPOAL_II,FLORENIA CARVAJAL CID,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,PPD,PARTIDO POR LA DEMOCRACIA,790749,21,Aprueba con Observaciones,Sí,No
ALEX_RAMIREZ_ORTIZ__CACHAPOAL_II,ALEX RAMIREZ ORTIZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,IND,INDEPENDIENTES,9831601,13,Aprueba,Sí,No
PABLO_JARAMILLO_ARANGUIZ__CACHAPOAL_II,PABLO JARAMILLO ARANGUIZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,IND,INDEPENDIENTES,500000,3,Rechaza,Sí,No
JORGE_ANTONIO_CERDA_MUNOZ__CACHAPOAL_II,JORGE ANTONIO CERDA MUÑOZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,IND,INDEPENDIENTES,12029916,18,Aprueba,Sí,No
JACQUELINE_ANDREA_JORQUERA_REINOSO__CACHAPOAL_II,JACQUELINE ANDREA JORQUERA REINOSO,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,PS,PARTIDO SOCIALISTA DE CHILE,10466528,39,Aprueba,Sí,No
ALVARO_AVILA_MENDEZ__CACHAPOAL_II,ALVARO AVILA MENDEZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,PS,PARTIDO SOCIALISTA DE CHILE,4675160,10,Aprueba con Observaciones,Sí,No
LIVA_EMILENE_ROJAS_MALDONADO__CACHAPOAL_II,LIVA EMILENE ROJAS MALDONADO,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,PS,PARTIDO SOCIALISTA DE CHILE,12519307,23,Aprueba,Sí,No
DOMINICA_LEONOR_GUZMAN_ARCE__CACHAPOAL_II,DOMINICA LEONOR GUZMAN ARCE,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,IND,INDEPENDIENTES,4241808,66,Aprueba con Observaciones,Sí,No
MARCELA_NARVAEZ_ZAPATA__CACHAPOAL_II,MARCELA NARVAEZ ZAPATA,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,6524500,35,Aprueba,Sí,No
JULIA_OLIVARES_ORTIZ__CACHAPOAL_II,JULIA OLIVARES ORTIZ,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,4666800,40,Aprueba,Sí,No
EDUARDO_MUTIS_ROBLEDO__CACHAPOAL_II,EDUARDO MUTIS ROBLEDO,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,753617,2,Aprueba,Sí,No
JOSE_CARVALLO_CASTRO__CACHAPOAL_II,JOSE CARVALLO CASTRO,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,3000000,26,Aprueba con Observaciones,Sí,No
MANUEL_IBARRA_VILLAR__CACHAPOAL_II,MANUEL IBARRA VILLAR,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,1228328,25,Aprueba con Observaciones,Sí,No
RUTH_ALVARADO_MONTES__CACHAPOAL_II,RUTH ALVARADO MONTES,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,1000000,10,Aprueba,Sí,No
RODRIGO_PENAILILLO_VALENZUELA__CACHAPOAL_II,RODRIGO PEÑAILILLO VALENZUELA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,400000,6,Aprueba con Observaciones,Sí,No
LINDSEY_PAVEZ_TAPIA__CACHAPOAL_II,LINDSEY PAVEZ TAPIA,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,1942240,24,Rechaza,Sí,No
MIGUEL_ANGEL_RIVEROS_LANDAETA__CACHAPOAL_II,MIGUEL ANGEL RIVEROS LANDAETA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,POR UN CHILE MEJOR,No aplica,PDC,PARTIDO DEMOCRATA CRISTIANO,2090000,30,Aprueba con Observaciones,Sí,No
RODRIGO_ANTONIO_LAGOS_FUENTES__CACHAPOAL_II,RODRIGO ANTONIO LAGOS FUENTES,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,POR UN CHILE MEJOR,No aplica,PDC,PARTIDO DEMOCRATA CRISTIANO,6916108,43,Aprueba,Sí,No
PABLO_FAVIO_VASQUEZ_PAVEZ__CACHAPOAL_II,PABLO FAVIO VASQUEZ PAVEZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,POR UN CHILE MEJOR,No aplica,PDC,PARTIDO DEMOCRATA CRISTIANO,500000,1,Aprueba con Observaciones,Sí,No
JUAN_JOSE_DONOSO_OSORIO__CACHAPOAL_II,JUAN JOSE DONOSO OSORIO,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,POR UN CHILE MEJOR,No aplica,PDC,PARTIDO DEMOCRATA CRISTIANO,7253920,12,Aprueba,Sí,No
MAURICIO_BAEZA_VASQUEZ__CACHAPOAL_II,MAURICIO BAEZA VASQUEZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,POR UN CHILE MEJOR,No aplica,IND,INDEPENDIENTES,3060000,18,Aprueba,Sí,No
ROSA_DEL_CARMEN_ZACCONI_QUIROZ__CACHAPOAL_II,ROSA DEL CARMEN ZACCONI QUIROZ,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,DEMOCRATAS,PARTIDO DEMOCRATAS CHILE,14438951,17,Aprueba con Observaciones,Sí,No
JULIA_ELENA_ESPINOZA_CARRASCO__CACHAPOAL_II,JULIA ELENA ESPINOZA CARRASCO,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,DEMOCRATAS,PARTIDO DEMOCRATAS CHILE,179960,2,Aprueba con Observaciones,Sí,No
LAURA_ALEJANDRA_RAMIREZ_CANTILLANA__CACHAPOAL_II,LAURA ALEJANDRA RAMIREZ CANTILLANA,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,5294980,9,Aprueba,Sí,No
SIMON_ANTONIO_ESCOBAR_GONZALEZ__CACHAPOAL_II,SIMON ANTONIO ESCOBAR GONZALEZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,593157,7,Rechaza,Sí,No
PAULINA_ALEJANDRA_DUARTE_ABARZUA__CACHAPOAL_II,PAULINA ALEJANDRA DUARTE ABARZUA,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,FA,FRENTE AMPLIO,3405880,12,Aprueba,Sí,No
CRISTIAN_HERNAN_TORO_ROMERO__CACHAPOAL_II,CRISTIAN HERNAN TORO ROMERO,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,FA,FRENTE AMPLIO,80000,1,Aprueba,Sí,No
CRISTIAN_GONZALEZ_GUTIERREZ__CACHAPOAL_II,CRISTIAN GONZALEZ GUTIERREZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,FA,FRENTE AMPLIO,1980000,3,Aprueba con Observaciones,Sí,No
ROBERTO_ANTONIO_ARENAS_LIRA__CACHAPOAL_II,ROBERTO ANTONIO ARENAS LIRA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,FA,FRENTE AMPLIO,1538431,12,Aprueba,Sí,No
MARIA_ALEXANDRA_GAETE_VALLEJOS__CACHAPOAL_II,MARIA ALEXANDRA GAETE VALLEJOS,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,FA,FRENTE AMPLIO,133352,4,Aprueba con Observaciones,Sí,No
FRANCISCO_JAVIER_CASTRO_SOTO__CACHAPOAL_II,FRANCISCO JAVIER CASTRO SOTO,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,IND,INDEPENDIENTES,2584750,4,Rechaza,Sí,No
JAVIER_IVAN_HERNANDEZ_NAGUIL__CACHAPOAL_II,JAVIER IVAN HERNANDEZ NAGUIL,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,IND,INDEPENDIENTES,0,0,Rechaza,No,No
CRISTIAN_RODRIGO_PAVEZ_HERRERA__CACHAPOAL_II,CRISTIAN RODRIGO PAVEZ HERRERA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,IND,INDEPENDIENTES,10029001,14,Aprueba con Observaciones,Sí,No
HECTOR_JORQUERA_LOPEZ__CACHAPOAL_II,HECTOR JORQUERA LOPEZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,8050771,13,Rechaza,Sí,No
HUGO_NUNEZ_GUERRERO__CACHAPOAL_II,HUGO NUÑEZ GUERRERO,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,9230250,4,Aprueba con Observaciones,Sí,No
DEYSI_NAVARRO_PADILLA__CACHAPOAL_II,DEYSI NAVARRO PADILLA,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,23981816,29,Aprueba con Observaciones,Sí,Sí
ANDREA_MUJICA_AGUIRRE__CACHAPOAL_II,ANDREA MUJICA AGUIRRE,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,2978354,12,Aprueba con Observaciones,Sí,No
PEDRO_JOSE_BUSTAMANTE_DONOSO__CACHAPOAL_II,PEDRO JOSE BUSTAMANTE DONOSO,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,2759552,8,Aprueba con Observaciones,Sí,No
MANUEL_ANTONIO_MORALES_BURGOS__CACHAPOAL_II,MANUEL ANTONIO MORALES BURGOS,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,1678501,3,Aprueba,Sí,No
JAVIER_ORLANDO_PINA_PINA__CACHAPOAL_II,JAVIER ORLANDO PIÑA PIÑA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,485000,2,Aprueba,Sí,No
FRANCISCO_EDUARDO_FERNANDEZ_FLORES__CACHAPOAL_II,FRANCISCO EDUARDO FERNANDEZ FLORES,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,REPUBLICANOS E INDEPENDIENTES,No aplica,REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,5439017,11,Aprueba con Observaciones,Sí,No
SEBASTIAN_CRISTOFFANINI_JARAQUEMADA__CACHAPOAL_II,SEBASTIAN CRISTOFFANINI JARAQUEMADA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL II,REPUBLICANOS E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,24635000,11,Aprueba,Sí,Sí
MANUEL_ROBERTO_COFRE_PEREZ__CARDENAL_CARO,MANUEL ROBERTO COFRE PEREZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,5390063,20,Aprueba,Sí,No
JORGE_ANTONIO_TORO_ARANDA__CARDENAL_CARO,JORGE ANTONIO TORO ARANDA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,2279000,7,Aprueba con Observaciones,Sí,No
NESTOR_GERMAN_SEPULVEDA_SEPULVEDA__CARDENAL_CARO,NESTOR GERMAN SEPULVEDA SEPULVEDA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,562500,4,Rechaza,Sí,No
DIEGO_ALBERTO_GREZ_CANETE__CARDENAL_CARO,DIEGO ALBERTO GREZ CAÑETE,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,REGIONES VERDES LIBERALES,No aplica,IND,INDEPENDIENTES,4893199,17,Aprueba con Observaciones,Sí,No
SERGIO_ENRIQUE_CUEVAS_VELOZO__CARDENAL_CARO,SERGIO ENRIQUE CUEVAS VELOZO,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,PS,PARTIDO SOCIALISTA DE CHILE,2222160,9,Aprueba con Observaciones,Sí,No
ABRAHAM_CURIFUTA_SILVA__CARDENAL_CARO,ABRAHAM CURIFUTA SILVA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,PPD,PARTIDO POR LA DEMOCRACIA,280,1,Aprueba con Observaciones,Sí,No
FIDEL_CHANDIA_PARRA__CARDENAL_CARO,FIDEL CHANDIA PARRA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,1525001,4,Aprueba con Observaciones,Sí,No
ROBERTO_JULIO_LISBOA_VALLE__CARDENAL_CARO,ROBERTO JULIO LISBOA VALLE,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,POR UN CHILE MEJOR,No aplica,PDC,PARTIDO DEMOCRATA CRISTIANO,1925463,29,Aprueba,Sí,No
DIEGO_FABIAN_ABARCA_DEL_PINO__CARDENAL_CARO,DIEGO FABIAN ABARCA DEL PINO,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,POR UN CHILE MEJOR,No aplica,IND,INDEPENDIENTES,11430867,26,Aprueba con Observaciones,Sí,No
TAMARA_JEANNETTE_MONROY_VILLAR__CARDENAL_CARO,TAMARA JEANNETTE MONROY VILLAR,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,FRENTE AMPLIO,FRENTE AMPLIO E INDEPENDIENTES,FA,FRENTE AMPLIO,11003221,27,Aprueba con Observaciones,Sí,No
JORGE_VARGAS_GONZALEZ__CARDENAL_CARO,JORGE VARGAS GONZALEZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,14127999,18,Aprueba,Sí,No
JOSE_IGNACIO_GONZALEZ_PINO__CARDENAL_CARO,JOSE IGNACIO GONZALEZ PINO,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,CHILE VAMOS UDI - INDEPENDIENTES,No aplica,UDI,UNION DEMOCRATA INDEPENDIENTE,8378750,28,Aprueba,Sí,No
IGNACIO_SEBASTIAN_MORI_PEREZ__CARDENAL_CARO,IGNACIO SEBASTIAN MORI PEREZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CARDENAL CARO,CHILE VAMOS EVOPOLI - INDEPENDIENTES,No aplica,EVOPOLI,EVOLUCION POLITICA,1124935,7,Aprueba con Observaciones,Sí,No
MARIA_TRINIDAD_URZUA_ARIAS__COLCHAGUA,MARIA TRINIDAD URZUA ARIAS,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,1160000,14,Aprueba con Observaciones,Sí,No
NATALY_CAROLINA_ZUNIGA_CALDERON__COLCHAGUA,NATALY CAROLINA ZUÑIGA CALDERON,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,2333117,52,Aprueba con Observaciones,Sí,No
ROSA_DEL_CARMEN_URREA_ULLOA__COLCHAGUA,ROSA DEL CARMEN URREA ULLOA,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,PSC,PARTIDO SOCIAL CRISTIANO,234400,5,Aprueba con Observaciones,Sí,No
SUSY_EDITH_JARAMILLO_VIDAL__COLCHAGUA,SUSY EDITH JARAMILLO VIDAL,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,PSC,PARTIDO SOCIAL CRISTIANO,1022970,10,Rechaza,Sí,No
MARCOS_RODRIGO_CORTINEZ_PARADA__COLCHAGUA,MARCOS RODRIGO CORTINEZ PARADA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,PSC,PARTIDO SOCIAL CRISTIANO,1270400,8,Aprueba,Sí,No
MAURICIO_DURAN_ARAVENA__COLCHAGUA,MAURICIO DURAN ARAVENA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,0,0,Rechaza,No,No
DIEGO_ERRAZURIZ_LOPEZ__COLCHAGUA,DIEGO ERRAZURIZ LOPEZ,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,9036629,10,Aprueba,Sí,No
ROBERTA_CASTILLO_ARCE__COLCHAGUA,ROBERTA CASTILLO ARCE,M,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,1923746,26,Aprueba con Observaciones,Sí,No
GERARDO_CONTRERAS_JORQUERA__COLCHAGUA,GERARDO CONTRERAS JORQUERA,H,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,10648150,13,Aprueba,Sí,No
