id_candidato,nombre_candidato,sexo,region,circunscripcion,pacto,subpacto,sigla_partido,partido,gasto_total_declarado,num_transacciones_gasto,estado_cuenta_auditoria,declara_gasto,outlier_gasto_iqr
FERNANDO_ALEX_FERNANDEZ_BARRAZA__ARICA,FERNANDO ALEX FERNANDEZ BARRAZA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,IZQUIERDA ECOLOGISTA POPULAR,No aplica,POPULAR,POPULAR,300000,1,Aprueba,Sí,No
SERGIO_LEANDRO_MORALES_IMANA__ARICA,SERGIO LEANDRO MORALES IMAÑA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,IZQUIERDA ECOLOGISTA POPULAR,No aplica,PH,PARTIDO HUMANISTA,610000,8,Aprueba,Sí,No
ANTONIO_LUCIO_MAITA_FLORES__ARICA,ANTONIO LUCIO MAITA FLORES,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,IZQUIERDA ECOLOGISTA POPULAR,No aplica,PH,PARTIDO HUMANISTA,1340008,7,Aprueba con Observaciones,Sí,No
DAVID_JORGE_ANTONIO_PADILLA_RAMIREZ__ARICA,DAVID JORGE ANTONIO PADILLA RAMIREZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,IZQUIERDA ECOLOGISTA POPULAR,No aplica,PH,PARTIDO HUMANISTA,370000,2,Aprueba con Observaciones,Sí,No
ALEXANDRA_CASTILLO_BACIAN__ARICA,ALEXANDRA CASTILLO BACIAN,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,IZQUIERDA ECOLOGISTA POPULAR,No aplica,PH,PARTIDO HUMANISTA,2100000,18,Aprueba,Sí,No
ANDREA_ROSITA_CHELLEW_STAMBUK__ARICA,ANDREA ROSITA CHELLEW STAMBUK,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,IZQUIERDA ECOLOGISTA POPULAR,No aplica,PH,PARTIDO HUMANISTA,5274668,34,Aprueba,Sí,No
CARLOS_JORGE_OJEDA_MURILLO__ARICA,CARLOS JORGE OJEDA MURILLO,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,IZQUIERDA ECOLOGISTA POPULAR,No aplica,PH,PARTIDO HUMANISTA,6996546,30,Aprueba con Observaciones,Sí,No
IVAN_MARTIN_ROMERO_MENACHO__ARICA,IVAN MARTIN ROMERO MENACHO,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,IZQUIERDA ECOLOGISTA POPULAR,No aplica,IND,INDEPENDIENTES,1350000,3,Aprueba con Observaciones,Sí,No
INGRID_GISELA_ROBLES_ARAYA__ARICA,INGRID GISELA ROBLES ARAYA,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,IZQUIERDA ECOLOGISTA POPULAR,No aplica,IND,INDEPENDIENTES,12611237,156,Aprueba con Observaciones,Sí,No
SUSANA_ALEJANDRA_PALLERES_FLORES__ARICA,SUSANA ALEJANDRA PALLERES FLORES,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,IZQUIERDA ECOLOGISTA POPULAR,No aplica,IND,INDEPENDIENTES,500000,1,Aprueba,Sí,No
SILVIA_JOCELYN_MUNOZ_DONOSO__ARICA,SILVIA JOCELYN MUÑOZ DONOSO,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,IZQUIERDA ECOLOGISTA POPULAR,No aplica,IND,INDEPENDIENTES,500000,1,Aprueba,Sí,No
ALFREDO_ENRIQUE_TAPIA_CONTRERAS__ARICA,ALFREDO ENRIQUE TAPIA CONTRERAS,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,4558903,18,Aprueba,Sí,No
MARIA_JOSE_VICTORIANO_CAUTIVO__ARICA,MARIA JOSE VICTORIANO CAUTIVO,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,2024925,13,Aprueba con Observaciones,Sí,No
PAUL_GABRIEL_GONZALEZ_CARRASCO__ARICA,PAUL GABRIEL GONZALEZ CARRASCO,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,2426550,7,Aprueba con Observaciones,Sí,No
FANNY_JEANETTE_BARRIENTOS_CRUZATT__ARICA,FANNY JEANETTE BARRIENTOS CRUZATT,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,0,0,Rechaza,No,No
HANS_ALEX_NEIRA_MALUENDA__ARICA,HANS ALEX NEIRA MALUENDA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,934350,2,Aprueba con Observaciones,Sí,No
SABINA_BERTA_PONCE_CANCINO__ARICA,SABINA BERTA PONCE CANCINO,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,TODAS Y TODOS POR CHILE,PARTIDO COMUNISTA E INDEPENDIENTES,PCCH,PARTIDO COMUNISTA DE CHILE,2414350,15,Aprueba con Observaciones,Sí,No
CONSTANZA_BARRAZA_HONORATO__ARICA,CONSTANZA BARRAZA HONORATO,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,TODAS Y TODOS POR CHILE,ACCION HUMANISTA E INDEPENDIENTES,AH,PARTIDO ACCIÓN HUMANISTA,1780000,5,Aprueba con Observaciones,Sí,No
PAUL_CARVAJAL_QUIROZ__ARICA,PAUL CARVAJAL QUIROZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,TODAS Y TODOS POR CHILE,ACCION HUMANISTA E INDEPENDIENTES,IND,INDEPENDIENTES,2740000,11,Aprueba,Sí,No
IVAN_PAREDES_FIERRO__ARICA,IVAN PAREDES FIERRO,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,TODAS Y TODOS POR CHILE,ACCION HUMANISTA E INDEPENDIENTES,IND,INDEPENDIENTES,9722740,9,Aprueba,Sí,No
PAULA_CONCHA_PALACIOS__ARICA,PAULA CONCHA PALACIOS,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,TODAS Y TODOS POR CHILE,ACCION HUMANISTA E INDEPENDIENTES,IND,INDEPENDIENTES,1280000,4,Aprueba,Sí,No
FERNANDO_CABRALES_GOMEZ__ARICA,FERNANDO CABRALES GOMEZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,TODAS Y TODOS POR CHILE,ACCION HUMANISTA E INDEPENDIENTES,IND,INDEPENDIENTES,820000,3,Aprueba,Sí,No
SOLEDAD_ELVIRA_LARA_QUINTANA__ARICA,SOLEDAD ELVIRA LARA QUINTANA,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,PSC,PARTIDO SOCIAL CRISTIANO,1882365,13,Aprueba con Observaciones,Sí,No
NATALY_CRUZ_PLAZA__ARICA,NATALY CRUZ PLAZA,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,PSC,PARTIDO SOCIAL CRISTIANO,2494700,10,Aprueba con Observaciones,Sí,No
ALEJANDRO_AVALOS_AVILES__ARICA,ALEJANDRO AVALOS AVILES,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,PSC,PARTIDO SOCIAL CRISTIANO,1442400,4,Aprueba,Sí,No
ARIEL_RICARDO_PARADA_JIMENEZ__ARICA,ARIEL RICARDO PARADA JIMENEZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,1102400,4,Aprueba con Observaciones,Sí,No
IRENE_DEL_CARMEN_AGUIRRE_FLORES__ARICA,IRENE DEL CARMEN AGUIRRE FLORES,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,3545000,6,Rechaza,Sí,No
DIEGO_ENRIQUE_ALMARZA_REYES__ARICA,DIEGO ENRIQUE ALMARZA REYES,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,1326000,5,Aprueba,Sí,No
JUAN_FRANCISCO_MERUVIA_MERUVIA__ARICA,JUAN FRANCISCO MERUVIA MERUVIA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,4250000,2,Aprueba,Sí,No
CRISTIAN_GODOFREDO_VILLANUEVA_ROSALES__ARICA,CRISTIAN GODOFREDO VILLANUEVA ROSALES,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,1524400,4,Aprueba,Sí,No
MARIO_LUZA_ESPINOZA__ARICA,MARIO LUZA ESPINOZA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,626615,4,Aprueba,Sí,No
LEONARDO_BORQUEZ_CASTILLO__ARICA,LEONARDO BORQUEZ CASTILLO,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,3823244,23,Rechaza,Sí,No
SOFIA_CLAVIJO_MEDALLA__ARICA,SOFIA CLAVIJO MEDALLA,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,4825655,16,Aprueba,Sí,No
SEBASTIAN_ARAYA_ARAVENA__ARICA,SEBASTIAN ARAYA ARAVENA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,8384397,7,Aprueba,Sí,No
KAREN_ROCHA_VILLALBA__ARICA,KAREN ROCHA VILLALBA,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,5155655,33,Aprueba,Sí,No
MARCELO_SOTO_GONZALEZ__ARICA,MARCELO SOTO GONZALEZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,1472500,3,Aprueba,Sí,No
NEIL_CASTILLO_LILLO__ARICA,NEIL CASTILLO LILLO,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,2025635,16,Rechaza,Sí,No
SERGIO_LOZANO_GALINDO__ARICA,SERGIO LOZANO GALINDO,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,1853616,27,Aprueba con Observaciones,Sí,No
RICARDO_GODOY_ORDONEZ__ARICA,RICARDO GODOY ORDOÑEZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,RN,RENOVACION NACIONAL,1474843,15,Aprueba,Sí,No
MANUEL_DIAZ_VASQUEZ__ARICA,MANUEL DIAZ VASQUEZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,1936345,30,Aprueba con Observaciones,Sí,No
DINA_DURAN_FLORES__ARICA,DINA DURAN FLORES,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,2624603,14,Rechaza,Sí,No
CATALINA_FERNANDEZ_VALCARCE__ARICA,CATALINA FERNANDEZ VALCARCE,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,CHILE VAMOS RENOVACION NACIONAL - INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,7030120,12,Aprueba con Observaciones,Sí,No
DAVID_HECTOR_ZAPATA_VALENZUELA__ARICA,DAVID HECTOR ZAPATA VALENZUELA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,TU REGION RADICAL,No aplica,PR,PARTIDO RADICAL DE CHILE,2625307,10,Rechaza,Sí,No
ORLANDO_SEBASTIAN_COFRE_CORTES__ARICA,ORLANDO SEBASTIAN COFRE CORTES,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,TU REGION RADICAL,No aplica,PR,PARTIDO RADICAL DE CHILE,689900,2,Aprueba con Observaciones,Sí,No
CECILIA_IRENE_PALLERES_VEAS__ARICA,CECILIA IRENE PALLERES VEAS,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,TU REGION RADICAL,No aplica,PR,PARTIDO RADICAL DE CHILE,1606000,5,Aprueba con Observaciones,Sí,No
CAROLINA_ANDREA_CASTILLO_TAPIA__ARICA,CAROLINA ANDREA CASTILLO TAPIA,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,TU REGION RADICAL,No aplica,PR,PARTIDO RADICAL DE CHILE,642118,4,Aprueba con Observaciones,Sí,No
ERNESTINA_SILVA_VILLEGAS__ARICA,ERNESTINA SILVA VILLEGAS,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,TU REGION RADICAL,No aplica,PR,PARTIDO RADICAL DE CHILE,638771,4,Aprueba con Observaciones,Sí,No
OSCAR_RODRIGO_FUENTES_PALAVECINOS__ARICA,OSCAR RODRIGO FUENTES PALAVECINOS,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,TU REGION RADICAL,No aplica,PR,PARTIDO RADICAL DE CHILE,680449,25,Aprueba con Observaciones,Sí,No
ANGELO_ENRIQUE_RODRIGUEZ_ORTIZ__ARICA,ANGELO ENRIQUE RODRIGUEZ ORTIZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,1900000,1,Rechaza,Sí,No
CLAUDIA_VERONICA_VERA_CARLOS__ARICA,CLAUDIA VERONICA VERA CARLOS,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,600000,2,Aprueba,Sí,No
HERNAN_IPAX_MERY_AHUMADA__ARICA,HERNAN IPAX MERY AHUMADA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,TU REGION RADICAL,No aplica,IND,INDEPENDIENTES,0,0,Rechaza,No,No
OSCAR_PANTOJA_RIVERA__ARICA,OSCAR PANTOJA RIVERA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,REGIONES VERDES LIBERALES,No aplica,PL,PARTIDO LIBERAL DE CHILE,7045001,62,Aprueba con Observaciones,Sí,No
EDGAR_MUNOZ_RETAMALES__ARICA,EDGAR MUÑOZ RETAMALES,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,REGIONES VERDES LIBERALES,No aplica,PL,PARTIDO LIBERAL DE CHILE,6845000,23,Aprueba con Observaciones,Sí,No
CESAR_ANTONIO_SANTIS_ZUNIGA__ARICA,CESAR ANTONIO SANTIS ZUÑIGA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,REGIONES VERDES LIBERALES,No aplica,PL,PARTIDO LIBERAL DE CHILE,2152281,10,Aprueba con Observaciones,Sí,No
PATRICIO_MOYA_MUNOZ__ARICA,PATRICIO MOYA MUÑOZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,REGIONES VERDES LIBERALES,No aplica,FREVS,FEDERACION REGIONALISTA VERDE SOCIAL,1845122,9,Aprueba con Observaciones,Sí,No
LISETTE_VERONICA_SULANTAY_HERNAEZ__ARICA,LISETTE VERONICA SULANTAY HERNAEZ,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,REGIONES VERDES LIBERALES,No aplica,FREVS,FEDERACION REGIONALISTA VERDE SOCIAL,2700000,7,Aprueba con Observaciones,Sí,No
LORENA_MUSSA_VALENZUELA__ARICA,LORENA MUSSA VALENZUELA,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,REGIONES VERDES LIBERALES,No aplica,IND,INDEPENDIENTES,5185404,16,Aprueba,Sí,No
YEAN_MIGUEL_PASTEN_GALVEZ__ARICA,YEAN MIGUEL PASTEN GALVEZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,REGIONES VERDES LIBERALES,No aplica,IND,INDEPENDIENTES,3290000,10,Aprueba,Sí,No
MIGUEL_ANGEL_LEIVA_PIZARRO__ARICA,MIGUEL ANGEL LEIVA PIZARRO,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,REGIONES VERDES LIBERALES,No aplica,IND,INDEPENDIENTES,728674,4,Aprueba con Observaciones,Sí,No
CLAUDIO_ANDRES_PAZ_FUENTES__ARICA,CLAUDIO ANDRES PAZ FUENTES,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,REGIONES VERDES LIBERALES,No aplica,IND,INDEPENDIENTES,2195122,3,Aprueba con Observaciones,Sí,No
ALEJANDRO_ESTEBAN_DIAZ_CARVAJAL__ARICA,ALEJANDRO ESTEBAN DIAZ CARVAJAL,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,PS,PARTIDO SOCIALISTA DE CHILE,4829947,56,Aprueba,Sí,No
LORY_BERNIE_ESCUDERO_GUARDIA__ARICA,LORY BERNIE ESCUDERO GUARDIA,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,PS,PARTIDO SOCIALISTA DE CHILE,3500000,33,Aprueba,Sí,No
SOHEL_LEONARDO_HERESI_FLORES__ARICA,SOHEL LEONARDO HERESI FLORES,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,IND,INDEPENDIENTES,0,0,Rechaza,No,No
DENISSE_ANDREA_MORALES_FLORES__ARICA,DENISSE ANDREA MORALES FLORES,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,LO MEJOR PARA CHILE,PS E INDEPENDIENTES,IND,INDEPENDIENTES,4546400,5,Rechaza,Sí,No
LINO_EUSTAQUIO_MAMANI_VICENTE__ARICA,LINO EUSTAQUIO MAMANI VICENTE,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,PPD,PARTIDO POR LA DEMOCRACIA,604087,3,Aprueba con Observaciones,Sí,No
MARIANELA_DEL_ROSARIO_TAPIA_CARVAJAL__ARICA,MARIANELA DEL ROSARIO TAPIA CARVAJAL,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,PPD,PARTIDO POR LA DEMOCRACIA,814584,12,Aprueba,Sí,No
EMILIO_JOSE_JIMENEZ_CACERES__ARICA,EMILIO JOSE JIMENEZ CACERES,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,PPD,PARTIDO POR LA DEMOCRACIA,6035502,10,Aprueba con Observaciones,Sí,No
VIVIANA_ORTIZ_VILDOSO__ARICA,VIVIANA ORTIZ VILDOSO,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,IND,INDEPENDIENTES,476000,1,Aprueba con Observaciones,Sí,No
RAUL_ROLANDO_OSSANDON_VASQUEZ__ARICA,RAUL ROLANDO OSSANDON VASQUEZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,LO MEJOR PARA CHILE,PPD E INDEPENDIENTES,IND,INDEPENDIENTES,671000,1,Aprueba,Sí,No
CAROLINA_ANDREA_EMPARAN_RAMIREZ__ARICA,CAROLINA ANDREA EMPARAN RAMIREZ,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,550000,5,Aprueba,Sí,No
JULIE_ALEJANDRA_DURAN_LOPEZ__ARICA,JULIE ALEJANDRA DURAN LOPEZ,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,490218,6,Aprueba con Observaciones,Sí,No
GONZALO_DANIEL_CAMPUSANO_YANEZ__ARICA,GONZALO DANIEL CAMPUSANO YAÑEZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,3413000,8,Aprueba con Observaciones,Sí,No
FRIEDRICH_RENARD_MENCIA_POCONI__ARICA,FRIEDRICH RENARD MENCIA POCONI,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,936000,4,Aprueba con Observaciones,Sí,No
IVAN_ANDRES_OSORIO_CORTES__ARICA,IVAN ANDRES OSORIO CORTES,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,PDG,PARTIDO DE LA GENTE,404740,4,Aprueba con Observaciones,Sí,No
KLAUS_ABDIEL_NEVERMANN_BU_ANTUN__ARICA,KLAUS ABDIEL NEVERMANN BU-ANTUN,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,PARTIDO DE LA GENTE E INDEPENDIENTES,No aplica,IND,INDEPENDIENTES,295000,3,Sin información,Sí,No
MARCELO_EMMANUEL_GONZALEZ_OLIVARES__ARICA,MARCELO EMMANUEL GONZALEZ OLIVARES,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,POR UN CHILE MEJOR,No aplica,PDC,PARTIDO DEMOCRATA CRISTIANO,4364831,21,Aprueba con Observaciones,Sí,No
VIOLETA_CLEISY_CASTILLO_QUISPE__ARICA,VIOLETA CLEISY CASTILLO QUISPE,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,POR UN CHILE MEJOR,No aplica,PDC,PARTIDO DEMOCRATA CRISTIANO,2575000,3,Aprueba,Sí,No
CAROLINA_MABEL_MUNOZ_DROGUETT__ARICA,CAROLINA MABEL MUÑOZ DROGUETT,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,POR UN CHILE MEJOR,No aplica,IND,INDEPENDIENTES,1875000,14,Aprueba,Sí,No
ROCIO_BELEN_MOLLO_CAICONTE__ARICA,ROCIO BELEN MOLLO CAICONTE,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,POR UN CHILE MEJOR,No aplica,IND,INDEPENDIENTES,3183373,17,Rechaza,Sí,No
MONICA_ROSA_AZOCAR_SILES__ARICA,MONICA ROSA AZOCAR SILES,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,POR UN CHILE MEJOR,No aplica,IND,INDEPENDIENTES,1360000,7,Aprueba con Observaciones,Sí,No
ROMULO_RUIZ_GUZMAN__ARICA,ROMULO RUIZ GUZMAN,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,POR UN CHILE MEJOR,No aplica,IND,INDEPENDIENTES,1307986,13,Aprueba con Observaciones,Sí,No
RODOLFO_IGNACIO_GONZALEZ_FLORES__ARICA,RODOLFO IGNACIO GONZALEZ FLORES,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,POR UN CHILE MEJOR,No aplica,IND,INDEPENDIENTES,4723072,34,Aprueba con Observaciones,Sí,No
ANA_MARICELA_SUPANTA_AYCA__ARICA,ANA MARICELA SUPANTA AYCA,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,POR UN CHILE MEJOR,No aplica,IND,INDEPENDIENTES,2875000,10,Aprueba con Observaciones,Sí,No
ELIZABETH_ROSSANA_OSSES_FAUNDEZ__ARICA,ELIZABETH ROSSANA OSSES FAUNDEZ,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,POR UN CHILE MEJOR,No aplica,IND,INDEPENDIENTES,4063709,7,Aprueba,Sí,No
NINO_SEGUNDO_ESTAY_ESPINOZA__ARICA,NINO SEGUNDO ESTAY ESPINOZA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,DEMOCRATAS,PARTIDO DEMOCRATAS CHILE,2383400,9,Aprueba con Observaciones,Sí,No
JAVIER_ENRIQUE_DIAZ_CALDERON__ARICA,JAVIER ENRIQUE DIAZ CALDERON,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,0,0,Aprueba,No,No
CARLOS_ENRIQUE_FERRY_CAMPODONICO__ARICA,CARLOS ENRIQUE FERRY CAMPODONICO,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,2049740,7,Aprueba con Observaciones,Sí,No
ARIELLE_JESUS_PALMA_LOPEZ__ARICA,ARIELLE JESUS PALMA LOPEZ,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,0,0,Aprueba con Observaciones,No,No
CLAUDIA_ROSARIO_MIRANDA_TORRES__ARICA,CLAUDIA ROSARIO MIRANDA TORRES,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,90440,1,Aprueba,Sí,No
NAKITA_FERNANDA_ALCORCE_HUAMAN__ARICA,NAKITA FERNANDA ALCORCE HUAMAN,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,5396504,34,Aprueba con Observaciones,Sí,No
GASTON_ERNESTO_PADILLA_RAMIREZ__ARICA,GASTON ERNESTO PADILLA RAMIREZ,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,0,0,Rechaza,No,No
PAULINA_BRAVIN_DIAZ__ARICA,PAULINA BRAVIN DIAZ,M,REGIÓN DE ARICA Y PARINACOTA,ARICA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,2215000,5,Aprueba con Observaciones,Sí,No
LUIS_MIGUEL_CEBALLOS_MERINO__ARICA,LUIS MIGUEL CEBALLOS MERIÑO,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,685000,3,Aprueba con Observaciones,Sí,No
JORGE_SOCRATES_CASTILLO_ORIZOLA__ARICA,JORGE SOCRATES CASTILLO ORIZOLA,H,REGIÓN DE ARICA Y PARINACOTA,ARICA,CENTRO DEMOCRATICO,DEMOCRATAS E INDEPENDIENTES,IND,INDEPENDIENTES,0,0,Aprueba,No,No
